                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         review  voted_up
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         fagets      True
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Even the best Apex players get their shit pushed in sometimes. It's reassuring.      True
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              this game is shit      True
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            Yes its a good game      True
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    I hate it so much I love it      True
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          great      True
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        passion      True
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            fun      True
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   This is the best shooter on the market. Love able characters. Hidden Story. Great Community.      True
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ok game but my lil bro got hairloom in first drop :(     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   game is shit     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Unplayable via Steam, corrupts your save on load and makes the damn thing unlaunchable via any method. Not that im missing out on much adding so much garbage like making voice lines 'gender neutral'. Stay away from this sweatfest and show Respawn that Titanfall 3 was what everyone wanted not this horrible woke garbage game.     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  I love this game, solo q is rough if you're trying to rank up, but the movement of Respawn's games have always been amazing. \n\nI cannot recommend this game to new players. Even with the addition of the intro lobbies that are supposed to be new user friendly (i.e., filled with bots) as soon as you're out of it you **will** get stomped by high ranking pred's and master ranked players regardless of the game mode. The learning curve is steep and the community makes it steeper. Smurfing is rampant and always will be, and even if it weren't an issue, matchmaking will always put you in lobbies with someone who's macros and soft aim bot make them impossible to hit while they're zeroed in on your forehead or predator ranked players. \n\nIf you're playing with friends, it gets worse because matchmaking also prioritizes putting you with other 3 stacks (who are all usually Master or higher)     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            dog     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     game sucks     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   full hackers     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          it's stinky and makes your breakfast taste like fart.     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              all great, but get disconnect on ranked game and then get time penalty and rank penalty\nis awful     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         We all hate ourselves.     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Respawn's gunplay and movement are simply unmatched. No other game on the market except for maybe Call of Duty has guns that sound, feel, and look as good as the guns in Apex. It simply feels really nice to shoot things in Apex. It's truly the best of what the FPS genre has to offer. However, here's a big and stinky but: EA. These two letters, when put next to each other, strike fear into the hearts of five generations of gamers. The game is currently riddled with bugs, hackers, a scam-dominated meta, stale game modes, piss-poor matchmaking, and more. What does EA make respawn focus on instead? Pumping out more skins and collection events. This season is the most egregious one so far in this regard, with recolored skins littering the shop and events. Meanwhile, Mobile has 3 more legends than us, a highly - and I mean HIGHLY - requested team deathmatch mode, and tons of other cool features that the console/PC versions can only have wet dreams about. Thank you EA. You truly have the reverse Midas touch, where everything you touch turns into piles of doodoo.\n     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Apex Legends is a disappointing game that fails to live up to the hype. The graphics are bland and uninspired, the controls are clunky and unresponsive, and the gameplay is repetitive and boring. The selection of weapons and characters is limited, and the matchmaking system is unreliable, frequently matching players with people who are much higher or lower level than they are. The in-game microtransactions are also a major problem, as players are constantly bombarded with ads for new skins, weapons, and other cosmetic items. Overall, I wouldn't recommend Apex Legends to anyone looking for a fun and engaging multiplayer experience.     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      they never fix the game\n     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Respawn is not the same company that made Titanfall 2 anymore. This is published by EA so you know there's no real progression unless you spend ungodly amounts of money for skins that don't look good. You would think for a game with such good movement, EA would realize how good this game could be. Unfortunately the pros in this game aren't good enough to move to another game, and any new players immediately leave because this game also lags like crazy. There is literally no reason to play this game. I have played it since launch, and it's not like it's gotten a 2.0 or health update to the game. I'm begging you, please just don't play this game. But if you do, add me I guess.     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          Almost fun but EA just wants your money and it shows.     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              Im trash and so I think this game sucks 1/10 would not recommend to trash people such as myself\n     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 stupid third parties, bad game     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            I thought the game would be fun, even bought the character package as a start.... 2.1 hours in, not a single kill, and I only managed to get in around 13 minutes on one match because we didn't land in a popular spot.  There is absolutely no learning curve, you're either good at the start or you're wasting your time in queue for no reason.   \n   I don't, won't, and can't see recommending a game that doesn't provide matchmaking for similar experience levels.  I made it to level 2, going against level 130's, or even level 20's is downright slaughter.  As stated, you're either already good at the game or it's a waste of time and/or money.     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              FIX THE GODDAMN MATCHMAKING\nim gold i shouldnt fight pred and masters every game     False
FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2 FIX TITANFALL 2     False
