review,voted_up
"so ill give it it was a fun time, i enjoyed it for 60 hours and i actually liked every point of it minus a boss called the nightweaver which has a rampant misuse of instant kills and awful hitboxes for them. What really did it for me and why im even bothering to make this is my save file got corrupted. I dont have any mods i just play with my homies. At first i noticed the game didn't give me rewards or credit for beating the story mode; okay that's fine ill just do it again. Suddenly i have negetive 60 trait points, once again fine im sure it'll fix itself if i use an orb of undoing to reset the points (I looked it up and that actually hyperfucks you into having permanently 0 skill points). Lastly suddenly i have no secondary class or consumables or skills. The only way to fix any of this is to go into the games files and revert the save which guess what; the game not giving me credit for the story was like 30 hours ago and the trait points going negative was like 10ish hours ago so there's no fixing that but sure ill go back a save file or two to have a second class again but oops turns it saved from me going in and out of the game seeing if just resetting would fix it so the file is just fucked until they patch it.  For a $60 (I paid $70 i wanted to support this game) this is a pretty damn big bug to allow into a full release.",False
Performance kinda sucks right now. Will update if they fix.,False
"corrupted character after 40 hours of gameplay, which made me lose all progress, at times infuriating enemy archetypes, most enemies have no sort of weakspot due to having helmets, no head, or things of that nature. most bosses are challenging and enjoyable, but some have some of the most annoying and downright BS mechanics. Do not recommend the game just because you can randomly lose your progress",False
"My save got corrupted half way through the game and i lost everything, just get dark souls theres a reason its called souls like.",False
"This is a 10/10 game that I am giving a 3/10 score.  I'll change based on how they address my concerns.  I waited several days to write this as I was hoping they would target this bug before I spent too much time disappointed by  it.  I got the bug that mysteriously gives me a lot of negative trait points out of nowhere.  I tried to reason it out between strange load times or me Alt+F4ing in a strange instance, but nobody seems to know why this happens.  

I am still loving this game after creating a new character, but I was really hoping such a progression based bug would be stomped quickly.  It has not been and it's extremely disappointing.  My bugged character was allowed to continue to collect trait points, and my power level continued to rise as I leveled up my weapons and archetypes, but without being able to spend my trait points while they are in a negative balance, my character is handcuffed and under powered for the content I want to play.  My archetype and gun levels boost my power level, and yet I have 20 trait points I cannot spend which would really help my character keep up with others doing dmg, heals, or tactical moves.  I felt weak.

Yeah, re-rolling a new character is a way around it, but with how the game is randomized I no longer have the weapons, rings, mods, etc that I once had which is an extreme buzzkill.  I understand they are dealing with a successful launch and have priorities, but this one seems like it should be addressed before anything else, and yes I am salty about it.  Get it together so I can enjoy my character!!! I will say this has not happened to my 2nd character, but the game re-rolled my starting world as a different version and then also the next one so I got to play a ton of the same type of content but was forced out of the items I loved and wanted.  Not a good experience.

Again, the game is at it's core: FUNNNN  I'll change my review based off of how they address these things.",False
"Good game, horrible performance especially when playing with friends. Anytime anyone picks up any loot the fps drops to 0 for a split second. This a looter shooter.",False
"bought the ultimate edition... doesnt have the gunslinger. 
",False
"You will only see good things about this game everywhere... My 2 takeaways from this game: They need to fix the perfomance issues and add content. Yes, it's fun for a few days, you get to shoot bad guys!!! Community is overshilling, tbh you guys are annoying. Paid over 100 Canadian dollars to play this early.

Here's my review 
Performance: crashes, overheats my 3070
Content: Lacking
Story: Ok. The world design and characters you encounter are somewhat inspired.
Environments are nice but empty. The resource gathering is super basic >occasional scrap drop from enemies >OK now u can go upgrade.  
Now I just want my money back...",False
"This worked great for a few days, put about 35 hours in with a couple of minor crashes here and there....for some reason today it won't run for more than 5 minutes without crashing, running a 4070ti it crashes before the fans even turn on...not sure what changed, but now the game is unplayable. Great game while it's playable.",False
"got to final boss, it bugged now game broke :(",False
"15 hours in and my my equipment was lost, all earned items just removed. Not worth if there isn't a fix.",False
I have a high end system.  Top 95% according to steam poll. I also loved the original Remnant from the ashes. I pre-purchased the ultimate edition of the game based on that love. I was excited to get to play 3 days early... well i guess that was just a gimmick to get some free play testers instead actually hiring some before release. I'm not sure when it happened that so many people lately are ok with unfinished AAA titles at release? As for me I expect it to work if I'm going to shell out $70 for it. I mean that should be the minimum of reasonable expectation.  I would like for the game to be good as well... but it should at least work. The first 5 days I could not play beyond character creation... many others have the same issue. others experience frequent crashes at different times... and they clearly meet the minimum specs. (and what does minimum specs even mean nowadays? does that only count for 3 months after release and they fix the game breaking bugs and crashes?) honestly its not even complete as they are still working on implementing some of the features that used to be included day 1. I get it that the industry has been rocked by covid laziness including a desire to not show up to work and sit on the couch and smoke... but if you can't get your coders to perform than fire them and hire someone that wants to get paid for working. And for all things Holy stop releasing trash games before they are ready! Hire some play testers or something... heck I'll volunteer I'd love to make extra money testing games across multiple platforms. I for one will not lower my standards simply because of a lack of good games at this time. Consider this Balders Gate 3 releases tomorrow... and I'm willing to bet I don't experience all the game breaking performance issues as I have with this one. Why are they different? Are they better and more capable than you? or do they just give a rip about the quality of their product?,False
"Scaling is an issue, you never feel strong, even if you collect all the best items, because devs did a mistake by scaling monsters damage, HP, and then scale it again in coop play.

Some enemies feel spongy, but the bigger problem is the one shots that are unmitigateable.",False
"I get it.  Everyone is desperately looking for something new.  But come on people, this isn't it.  It is literally no different than the first Remnant.  I also have no idea in the world how this became Steam Deck Verified????  It runs like hot garbage on the lowest settings available.",False
Fuck the sewers.,False
Repeatedly suffered nausea while playing. Too bad.,False
"Player feels too slow, overall controls feel clunky and delayed. It seems like it takes a half second for dodging to actually dodge, which may or may not negate damage (feels like it's random whether or not the character takes damage from the boss mid dodge).",False
