review,voted_up
"The game itself is super fun. However, it crashes a TON on PC. Like at least once an hour, if not more often. Im running an i7 and 1080ti, 32gb ram. Im sure itll get better",False
I've wanted to play this for so long but never had a playstation - unfortunately I've struggled to make progress because the game crashes so frequently it becomes no fun to try in my free time,False
"This is a fun shooter, albeit very easy even on the hardest difficulty due to the strength of the weaponry. The characters and gameplay are great but at this time the port is absolutely shocking. This game has serious issues with streaming and audio loading along with consistent failure to load scenes. Even on a PCIE M.2. every scene failed to load the speech audio correctly leading to out of sync audio for the first few lines, an issue which was present in the console version.

For example, loading into the arena is a 50/50 chance of not loading your character location, leading to falling off the map and having to try again. Luckily this game has constant checkpoints and saves all gained collectables.

Though I 100% and enjoyed this game, I cannot honestly recommend this port as it stands.",False
the game itself im enjoying but i cant give it a good review as the game crashes so so much like all other sony ports this port sucks ass and is too buggy,False
Game is very fun but it's a crashing mess. Hope they fix it,False
"Main desktop PC - First initial levels played fine. Not looking forward to the mid-game, looking at the comments. 

My modern gaming laptop with a 4070 cannot get past the demanding Sony Entertainment screen. 

I'd say to be wary of the initial purchase.",False
still crashing within 40 seconds,False
"I'm going to preface this by saying the game is good, but I would not recommend while it's listed at full price.

I want to rate this game positively, I really do. But it is INCREDIBLY short, especially with a $80 price tag attached to it. Was able to 100% save my first run through the game in just 12 hours, on the second highest difficulty.

The planet levels themselves are relatively short, and (at least to my memory) are a lot more linear than previous titles. Levels have very little replayability, and the majority of which you can go through and get all the collectibles without any of the exploration gadget unlocks, along with them mostly being adjacent to the main path.

If you can get the game for 50-75% off, I'd say it is worthwhile. But, and especially compared to their older titles, you just aren't getting a lot of game for your dollar.",False
performance issues. stutterfest,False
"Great game, but it crashes so much seemingly at random on my RX 7900 XT even with dynamic resolution and raytracing off. If you own an AMD graphics card, I'd recommend waiting this one out to be honest, can't really recommend it in it's current state. Once they iron out the crashes, I'll recommend it.",False
"This game is completely unplayable on PC. It crashes after about 15 minutes of play time. I have all of the latest drivers, my graphics are set to the lowest possible settings, I verified all of my game files, and I have 64 GB of RAM, a 3080 graphics card, and an i9 11900K CPU. Fix the game and I will change my review.",False
